loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_kepmag
8991,5009688,K07713.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,1.381257093,6.1050000e-06,-6.11E-06,131.84079,3.710000e-03,-3.71E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.943
8992,5024429,K07714.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.52593737,2.0560000e-05,-2.06E-05,132.6849,1.130000e-02,-1.13E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.943
8993,5091479,K07715.01,,CANDIDATE,CANDIDATE,,0,0,0,0,25.8616058,8.5690000e-04,-8.57E-04,140.2048,2.880000e-02,-2.88E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.183
8994,5097856,K07716.01,,CANDIDATE,CANDIDATE,,0,0,0,0,483.36405,4.9750000e-02,-4.98E-02,483.0784,5.930000e-02,-5.93E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.861
8995,5120225,K07717.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.041619932,6.3100000e-07,-6.31E-07,131.836717,5.280000e-04,-5.28E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.606
8996,5126932,K07718.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,208.1871179,,,146.5337609,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.793
8997,5168498,K07719.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,219.74735,1.8270000e-02,-1.83E-02,239.9455,6.310000e-02,-6.31E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.821
8998,5185765,K07720.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,46.9434911,4.3390000e-04,-4.34E-04,176.32544,7.460000e-03,-7.46E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.098
8999,5201593,K07721.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.50727675,1.5690000e-06,-1.57E-06,131.77681,2.560000e-03,-2.56E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.639
9000,5273713,K07722.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.337561836,9.1510000e-06,-9.15E-06,132.14597,5.380000e-03,-5.38E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.217
9001,5276332,K07723.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,357.82544,2.0360000e-02,-2.04E-02,255.208,3.770000e-02,-3.77E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.117
9002,5301093,K07724.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,488.67353,5.8790000e-02,-5.88E-02,519.7805,6.740000e-02,-6.74E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.747
9003,5305399,K07725.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,322.48381,1.2600000e-02,-1.26E-02,189.1585,2.240000e-02,-2.24E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.76
9004,5389632,K07726.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.474811162,1.8470000e-06,-1.85E-06,132.20477,3.360000e-03,-3.36E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.733
9005,5444491,K07727.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.759740194,8.5190000e-06,-8.52E-06,131.82001,8.250000e-03,-8.25E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.92
9006,5456319,K07728.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.937923475,9.4730000e-06,-9.47E-06,132.34501,7.870000e-03,-7.87E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.403
9007,5460434,K07729.01,,CANDIDATE,CANDIDATE,,0,0,0,0,50.563697,1.0690000e-03,-1.07E-03,145.8658,1.680000e-02,-1.68E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,10.948
9008,5512513,K07730.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.77459856,,,132.3192077,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.737
9009,5513861,K07731.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.755105584,4.6000000e-08,-4.60E-08,131.8133513,4.970000e-05,-4.97E-05,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.638
9010,5529552,K07732.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,0.759768478,7.7100000e-06,-7.71E-06,131.78573,7.290000e-03,-7.29E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.318
9011,5617259,K07733.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.048130894,,,132.3528023,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.86
9012,5653795,K07734.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,118.314913,3.3620000e-03,-3.36E-03,215.6117,1.770000e-02,-1.77E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.172
9013,5687986,K07735.01,,CANDIDATE,CANDIDATE,,0,0,0,0,382.30306,3.0960000e-02,-3.10E-02,356.7308,3.240000e-02,-3.24E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.104
9014,5709103,K07736.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.664727127,6.6780000e-06,-6.68E-06,131.63516,8.060000e-03,-8.06E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.879
9015,5716508,K07737.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,4.75307877,4.0180000e-04,-4.02E-04,134.5462132,5.380000e-02,-5.38E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.524
9016,5730380,K07738.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.954873008,,,131.851983,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.8
9017,5736801,K07739.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,6.6751871,1.9220000e-04,-1.92E-04,137.4528,2.600000e-02,-2.60E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.554
9018,5774375,K07740.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.549979213,4.2200000e-07,-4.22E-07,132.675027,2.220000e-04,-2.22E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.939
9019,5806800,K07741.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,125.288206,1.9390000e-03,-1.94E-03,252.0979,1.110000e-02,-1.11E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.179
9020,5817957,K07742.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,372.76888,1.1850000e-02,-1.19E-02,377.6144,2.720000e-02,-2.72E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.422
9021,5823557,K07743.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.4044122,3.6650000e-05,-3.67E-05,133.2244,1.670000e-02,-1.67E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.894
9022,5877292,K07744.01,,CANDIDATE,CANDIDATE,,0,0,0,0,11.7201693,2.2920000e-04,-2.29E-04,136.1871,1.770000e-02,-1.77E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.171
9023,5879448,K07745.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,533.47707,3.2640000e-02,-3.26E-02,245.3651,4.510000e-02,-4.51E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.294
9024,5881307,K07746.01,,CANDIDATE,CANDIDATE,,0,0,0,0,393.95608,1.9940000e-02,-1.99E-02,388.3294,2.430000e-02,-2.43E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.622
9025,5887316,K07747.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.603086711,1.3900000e-07,-1.39E-07,131.664075,1.820000e-04,-1.82E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.989
9026,5887393,K07748.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.55090374,1.1880000e-05,-1.19E-05,131.61966,6.190000e-03,-6.19E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.626
9027,5888187,K07749.01,,CANDIDATE,CANDIDATE,,0,0,0,0,133.6348207,9.3090000e-04,-9.31E-04,236.35163,5.190000e-03,-5.19E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.623
9028,5894182,K07750.01,,CANDIDATE,CANDIDATE,,0,0,0,0,494.485085,4.8860000e-03,-4.89E-03,527.70941,5.450000e-03,-5.45E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.088
9029,5895083,K07751.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,2.25161215,1.8880000e-05,-1.89E-05,131.54653,6.550000e-03,-6.55E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.085
9030,5952448,K07753.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.905675699,9.0070000e-06,-9.01E-06,132.20066,8.460000e-03,-8.46E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.384
9031,5962509,K07754.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.790049989,8.3450000e-06,-8.35E-06,132.11148,8.860000e-03,-8.86E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.53
9032,5991070,K07756.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.94102954,1.5830000e-05,-1.58E-05,131.9021,1.440000e-02,-1.44E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.134
9033,6032920,K07757.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,10.82882574,,,134.9251984,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.492
9034,6043538,K07759.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.2253374,7.6110000e-05,-7.61E-05,133.0882,1.050000e-02,-1.05E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.918
9035,6069674,K07761.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,495.71095,1.5920000e-02,-1.59E-02,450.0348,1.640000e-02,-1.64E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.867
9036,6106046,K07762.01,,CANDIDATE,CANDIDATE,,0,0,0,0,8.5073512,9.7720000e-05,-9.77E-05,135.8115,1.160000e-02,-1.16E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.33
9037,6113752,K07763.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,406.45737,1.5640000e-02,-1.56E-02,230.8834,3.470000e-02,-3.47E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.079
9038,6124137,K07764.01,,CANDIDATE,CANDIDATE,,0,0,0,0,227.83457,1.4020000e-02,-1.40E-02,238.7643,4.540000e-02,-4.54E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.845
9039,6147851,K07766.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.06026014,4.0470000e-05,-4.05E-05,132.762,1.010000e-02,-1.01E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.255
9040,6187888,K07768.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.789171236,7.8570000e-06,-7.86E-06,132.12333,7.610000e-03,-7.61E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.352
9041,6190535,K07769.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,3.652810043,,,134.7903032,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.602
9042,6198256,K07770.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,3.54828691,4.0620000e-05,-4.06E-05,131.83563,9.100000e-03,-9.10E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.79
9043,6199716,K07771.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.805267592,4.4530000e-06,-4.45E-06,132.09128,5.400000e-03,-5.40E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.881
9044,6205566,K07772.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,3.7228679,1.3630000e-04,-1.36E-04,134.635,3.410000e-02,-3.41E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.202
9045,6231721,K07773.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.69339974,2.9510000e-05,-2.95E-05,131.9006,1.040000e-02,-1.04E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.673
9046,6277410,K07774.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.32589574,6.0330000e-05,-6.03E-05,133.27081,6.880000e-03,-6.88E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.421
9047,6278670,K07775.01,,CANDIDATE,CANDIDATE,,0,0,0,0,89.945828,1.7160000e-03,-1.72E-03,133.5634,1.690000e-02,-1.69E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.64
9048,6356400,K07776.01,,CANDIDATE,CANDIDATE,,0,0,0,0,541.92452,1.9340000e-02,-1.93E-02,326.8745,2.400000e-02,-2.40E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.671
9049,6369845,K07777.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,27.6760342,5.3410000e-04,-5.34E-04,144.9833,1.690000e-02,-1.69E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.33
9050,6442602,K07778.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.56678228,3.0290000e-05,-3.03E-05,131.8571,5.570000e-02,-5.57E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.53
9051,6445531,K07779.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.71024931,1.6400000e-05,-1.64E-05,131.6423,1.050000e-02,-1.05E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.761
9052,6451368,K07780.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.3360574,1.4230000e-04,-1.42E-04,132.605,2.030000e-02,-2.03E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.691
9053,6469946,K07781.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.715802309,2.7300000e-07,-2.73E-07,131.690348,3.260000e-04,-3.26E-04,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.579
9054,6519865,K07782.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.566813677,4.4720000e-06,-4.47E-06,131.78895,6.580000e-03,-6.58E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.644
9055,6527016,K07783.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.542636318,1.5690000e-06,-1.57E-06,131.95581,2.650000e-03,-2.65E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.458
9056,6531143,K07784.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,19.4444573,7.3550000e-04,-7.36E-04,147.9093,3.000000e-02,-3.00E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.835
9057,6531617,K07785.01,,CANDIDATE,CANDIDATE,,0,0,0,0,433.220461,5.0760000e-03,-5.08E-03,271.04277,9.770000e-03,-9.77E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.546
9058,6547322,K07786.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.49131759,2.4160000e-05,-2.42E-05,132.1676,1.490000e-02,-1.49E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.953
9059,6590307,K07787.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.33253834,2.8250000e-05,-2.83E-05,132.066,1.380000e-02,-1.38E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.627
9060,6679504,K07788.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.798467681,2.2470000e-06,-2.25E-06,132.04627,1.720000e-03,-1.72E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.89
9061,6780367,K07789.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,175.358905,4.8320000e-03,-4.83E-03,212.2454,2.090000e-02,-2.09E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.385
9062,6783732,K07790.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.721335207,3.4300000e-06,-3.43E-06,131.57505,3.820000e-03,-3.82E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.982
9063,6790592,K07791.01,,CANDIDATE,CANDIDATE,,0,0,0,0,106.18732,3.1740000e-02,-3.17E-02,180.796,1.720000e-01,-1.72E-01,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,10.028
9064,6795089,K07792.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,96.231257,1.1590000e-03,-1.16E-03,217.00033,7.500000e-03,-7.50E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.648
9065,6863158,K07793.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.99469354,4.9910000e-05,-4.99E-05,131.5639,1.850000e-02,-1.85E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.846
9066,6863187,K07794.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,1.99492332,5.1130000e-05,-5.11E-05,133.4406,2.520000e-02,-2.52E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.634
9067,6887030,K07795.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.44085762,4.8800000e-05,-4.88E-05,134.29408,6.780000e-03,-6.78E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.81
9068,6891124,K07796.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.52364689,4.3540000e-05,-4.35E-05,134.1864,1.030000e-02,-1.03E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.46
9069,6936966,K07797.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,36.4721523,8.6800000e-04,-8.68E-04,159.7848,1.540000e-02,-1.54E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.894
9070,6952971,K07798.01,,CANDIDATE,CANDIDATE,,0,0,0,0,309.89103,1.6300000e-02,-1.63E-02,259.0588,4.030000e-02,-4.03E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.706
9071,6962901,K07799.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.977170246,1.5300000e-06,-1.53E-06,132.23783,1.140000e-03,-1.14E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.439
9072,6974867,K07800.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.887691177,3.4470000e-06,-3.45E-06,132.36711,3.230000e-03,-3.23E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.386
9073,7013923,K07801.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,2.21396079,2.3230000e-05,-2.32E-05,132.5689,1.070000e-02,-1.07E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.844
9074,7017437,K07802.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,43.8496474,5.2950000e-04,-5.30E-04,157.7544,1.020000e-02,-1.02E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.457
9075,7031066,K07803.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.566805514,4.7460000e-06,-4.75E-06,131.8162,1.000000e-02,-1.00E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.943
9076,7031340,K07804.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.566769068,6.3340000e-06,-6.33E-06,131.8681,1.000000e-02,-1.00E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.447
9077,7031638,K07805.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,1.13353095,1.4950000e-05,-1.50E-05,132.4414,1.340000e-02,-1.34E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.145
9078,7031726,K07806.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,0.566793534,2.0520000e-06,-2.05E-06,131.8368,3.140000e-03,-3.14E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,11.476
9079,7031898,K07807.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.566792595,9.9000000e-06,-9.90E-06,131.817,1.460000e-02,-1.46E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.982
9080,7045605,K07808.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,361.526458,8.1570000e-03,-8.16E-03,339.3304,1.340000e-02,-1.34E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.151
9081,7090867,K07810.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,308.255238,9.2720000e-03,-9.27E-03,282.4555,1.610000e-02,-1.61E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.444
9082,7115550,K07811.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,0.566814046,5.2930000e-06,-5.29E-06,131.79379,9.590000e-03,-9.59E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.225
9083,7116024,K07812.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,3.40076682,9.2860000e-05,-9.29E-05,131.8405,3.070000e-02,-3.07E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.06
9084,7116519,K07813.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.56676437,1.1350000e-05,-1.14E-05,131.8708,1.670000e-02,-1.67E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.77
9085,7117126,K07814.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.566717263,,,131.9699708,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.724
9086,7117147,K07815.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.566812588,5.5450000e-06,-5.55E-06,131.79719,8.550000e-03,-8.55E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.756
9087,7117485,K07816.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.566789505,8.6350000e-06,-8.64E-06,131.8313,1.640000e-02,-1.64E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.456
9088,7117710,K07817.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.56679641,4.7080000e-06,-4.71E-06,131.8085,1.050000e-02,-1.05E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.686
9089,7134626,K07818.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.52443998,2.0920000e-05,-2.09E-05,133.77012,7.160000e-03,-7.16E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.063
9090,7177766,K07819.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,0.769358923,2.9070000e-06,-2.91E-06,131.57827,4.080000e-03,-4.08E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,12.055
9091,7199644,K07821.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,1.13357304,1.3450000e-05,-1.35E-05,131.8204,1.160000e-02,-1.16E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.207
9092,7199724,K07822.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,0.566795586,6.0770000e-06,-6.08E-06,131.83245,9.080000e-03,-9.08E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.549
9093,7199756,K07823.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.566781152,6.2020000e-06,-6.20E-06,131.85715,9.850000e-03,-9.85E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.742
9094,7199883,K07824.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.566799125,4.3030000e-06,-4.30E-06,131.81289,9.220000e-03,-9.22E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.568
9095,7200485,K07825.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.566796615,6.9960000e-06,-7.00E-06,131.8009,1.740000e-02,-1.74E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.111
9096,7203326,K07826.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,9.087508013,,,137.2042403,,,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.172
9097,7210749,K07828.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,17.5859472,2.9000000e-04,-2.90E-04,138.7798,1.570000e-02,-1.57E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.7
9098,7281668,K07829.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.566798545,6.0750000e-06,-6.08E-06,131.8431,1.040000e-02,-1.04E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.519
9099,7282154,K07830.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,0.56678694,2.9200000e-06,-2.92E-06,131.82489,2.840000e-03,-2.84E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.817
9100,7282168,K07831.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.56681727,8.6450000e-06,-8.65E-06,131.7715,1.140000e-02,-1.14E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.916
9101,7287028,K07832.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.6092231,5.5350000e-04,-5.54E-04,132.463,1.880000e-01,-1.88E-01,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,13.534
9102,7300182,K07833.01,,CANDIDATE,CANDIDATE,,0,0,0,0,172.820248,5.0970000e-03,-5.10E-03,302.0399,1.810000e-02,-1.81E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.321
9103,7366501,K07834.01,,CANDIDATE,CANDIDATE,,0,0,0,0,7.3812344,1.0910000e-04,-1.09E-04,137.5646,1.030000e-02,-1.03E-02,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,15.051
9104,7367164,K07835.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.76565247,3.0300000e-05,-3.03E-05,132.52476,6.780000e-03,-6.78E-03,,,,,,,,,,,,,,1,,,q1_q17_dr25_tce,14.688
